s,p,o
_:__import2__1__anonymous1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Ontology
http://purl.org/dc/elements/1.1/creator,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#AnnotationProperty
http://purl.org/dc/elements/1.1/date,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#AnnotationProperty
http://www.w3.org/2004/02/skos/core#prefLabel,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#AnnotationProperty
https://www.foom.com/core#uses_reductio,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#AnnotationProperty
http://www.foom.com/core#immediately_follows_textually,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.foom.com/core#immediately_follows_textually,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://www.w3.org/2002/07/owl#topObjectProperty
http://www.foom.com/core#immediately_follows_textually,http://purl.org/dc/elements/1.1/creator,https://orcid.org/0000-0002-3253-4387
http://www.foom.com/core#immediately_follows_textually,http://purl.org/dc/elements/1.1/date,2026-02-08T11:45:08Z
http://www.foom.com/core#immediately_follows_textually,http://www.w3.org/2000/01/rdf-schema#label,immediately follows textually
http://www.foom.com/core#immediately_follows_textually,http://www.w3.org/2004/02/skos/core#prefLabel,immediately follows textually
http://www.foom.com/core#is_proof_of,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.foom.com/core#is_proof_of,http://purl.org/dc/elements/1.1/creator,https://orcid.org/0000-0002-3253-4387
http://www.foom.com/core#is_proof_of,http://purl.org/dc/elements/1.1/date,2026-02-08T11:44:36Z
http://www.foom.com/core#is_proof_of,http://www.w3.org/2000/01/rdf-schema#label,is proof of
http://www.foom.com/core#is_proof_of,http://www.w3.org/2004/02/skos/core#prefLabel,is proof of
https://www.foom.com/core#contains,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#contains,http://www.w3.org/2000/01/rdf-schema#label,contains
https://www.foom.com/core#contains,http://www.w3.org/2004/02/skos/core#prefLabel,contains
https://www.foom.com/core#contains_concept,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#contains_concept,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.foom.com/core#has_relation_to_concept
https://www.foom.com/core#contains_concept,http://www.w3.org/2002/07/owl#inverseOf,https://www.foom.com/core#is_concept_in
https://www.foom.com/core#contains_concept,http://www.w3.org/2000/01/rdf-schema#label,contains concept
https://www.foom.com/core#contains_concept,http://www.w3.org/2004/02/skos/core#prefLabel,contains concept
https://www.foom.com/core#contains_definition_of,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#contains_definition_of,http://www.w3.org/2000/01/rdf-schema#label,contains_definition_of
https://www.foom.com/core#contains_definition_of,http://www.w3.org/2004/02/skos/core#prefLabel,contains_definition_of
https://www.foom.com/core#defines,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#defines,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.foom.com/core#has_relation_to_concept
https://www.foom.com/core#defines,http://www.w3.org/2000/01/rdf-schema#label,defines
https://www.foom.com/core#defines,http://www.w3.org/2004/02/skos/core#prefLabel,defines
https://www.foom.com/core#definition_refers_to,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#definition_refers_to,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.foom.com/core#has_relation_to_concept
https://www.foom.com/core#definition_refers_to,http://www.w3.org/2000/01/rdf-schema#label,definition refers to
https://www.foom.com/core#definition_refers_to,http://www.w3.org/2004/02/skos/core#prefLabel,definition refers to
https://www.foom.com/core#has_author,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#has_author,http://www.w3.org/2000/01/rdf-schema#label,has author
https://www.foom.com/core#has_author,http://www.w3.org/2004/02/skos/core#prefLabel,has author
https://www.foom.com/core#has_concept_type,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#has_concept_type,http://www.w3.org/2000/01/rdf-schema#label,has concept type
https://www.foom.com/core#has_concept_type,http://www.w3.org/2004/02/skos/core#prefLabel,has concept type
https://www.foom.com/core#has_definition,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#has_definition,http://www.w3.org/2000/01/rdf-schema#label,has definition
https://www.foom.com/core#has_definition,http://www.w3.org/2004/02/skos/core#prefLabel,has definition
https://www.foom.com/core#has_domain,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#has_domain,http://www.w3.org/2000/01/rdf-schema#label,has domain
https://www.foom.com/core#has_domain,http://www.w3.org/2004/02/skos/core#prefLabel,has domain
https://www.foom.com/core#has_gist,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#has_gist,http://www.w3.org/2000/01/rdf-schema#label,has gist
https://www.foom.com/core#has_gist,http://www.w3.org/2004/02/skos/core#prefLabel,has gist
https://www.foom.com/core#has_given_concept,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#has_given_concept,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.foom.com/core#has_relation_to_concept
https://www.foom.com/core#has_given_concept,http://www.w3.org/2000/01/rdf-schema#label,has given concept
https://www.foom.com/core#has_given_concept,http://www.w3.org/2004/02/skos/core#prefLabel,has given concept
https://www.foom.com/core#has_implication,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#has_implication,http://www.w3.org/2000/01/rdf-schema#label,has implication
https://www.foom.com/core#has_implication,http://www.w3.org/2004/02/skos/core#prefLabel,has implication
https://www.foom.com/core#has_moral,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#has_moral,http://www.w3.org/2000/01/rdf-schema#label,has moral
https://www.foom.com/core#has_moral,http://www.w3.org/2004/02/skos/core#prefLabel,has moral
https://www.foom.com/core#has_object,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#has_object,http://www.w3.org/2000/01/rdf-schema#label,has object
https://www.foom.com/core#has_object,http://www.w3.org/2004/02/skos/core#prefLabel,has object
https://www.foom.com/core#has_operation_type,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#has_operation_type,http://www.w3.org/2000/01/rdf-schema#label,has operation type
https://www.foom.com/core#has_operation_type,http://www.w3.org/2004/02/skos/core#prefLabel,has operation type
https://www.foom.com/core#has_predicate,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#has_predicate,http://www.w3.org/2000/01/rdf-schema#label,has predicate
https://www.foom.com/core#has_predicate,http://www.w3.org/2004/02/skos/core#prefLabel,has predicate
https://www.foom.com/core#has_proposition_type,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#has_proposition_type,http://www.w3.org/2000/01/rdf-schema#label,has proposition type
https://www.foom.com/core#has_proposition_type,http://www.w3.org/2004/02/skos/core#prefLabel,has proposition type
https://www.foom.com/core#has_range,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#has_range,http://www.w3.org/2000/01/rdf-schema#label,has range
https://www.foom.com/core#has_range,http://www.w3.org/2004/02/skos/core#prefLabel,has range
https://www.foom.com/core#has_relation_to_concept,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#has_relation_to_concept,http://www.w3.org/2000/01/rdf-schema#label,has relation to concept
https://www.foom.com/core#has_relation_to_concept,http://www.w3.org/2004/02/skos/core#prefLabel,has relation to concept
https://www.foom.com/core#has_relation_type,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#has_relation_type,http://www.w3.org/2000/01/rdf-schema#label,has relation type
https://www.foom.com/core#has_relation_type,http://www.w3.org/2004/02/skos/core#prefLabel,has relation type
https://www.foom.com/core#has_statement,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#has_statement,http://www.w3.org/2000/01/rdf-schema#label,has statement
https://www.foom.com/core#has_statement,http://www.w3.org/2004/02/skos/core#prefLabel,has statement
https://www.foom.com/core#has_subject,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#has_subject,http://www.w3.org/2000/01/rdf-schema#label,has subject
https://www.foom.com/core#has_subject,http://www.w3.org/2004/02/skos/core#prefLabel,has subject
https://www.foom.com/core#is_concept_in,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#is_concept_in,http://www.w3.org/2000/01/rdf-schema#label,is concept in
https://www.foom.com/core#is_concept_in,http://www.w3.org/2004/02/skos/core#prefLabel,is concept in
https://www.foom.com/core#is_concept_type_of,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#is_concept_type_of,http://www.w3.org/2000/01/rdf-schema#label,is concept type of
https://www.foom.com/core#is_concept_type_of,http://www.w3.org/2004/02/skos/core#prefLabel,is concept type of
https://www.foom.com/core#is_defined_in,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#is_defined_in,http://www.w3.org/2000/01/rdf-schema#label,is defined in
https://www.foom.com/core#is_defined_in,http://www.w3.org/2004/02/skos/core#prefLabel,is defined in
https://www.foom.com/core#is_domain_of,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#is_domain_of,http://www.w3.org/2000/01/rdf-schema#label,is domain of
https://www.foom.com/core#is_domain_of,http://www.w3.org/2004/02/skos/core#prefLabel,is domain of
https://www.foom.com/core#is_equivalent_to,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#is_equivalent_to,http://www.w3.org/2000/01/rdf-schema#label,is equivalent to
https://www.foom.com/core#is_equivalent_to,http://www.w3.org/2004/02/skos/core#prefLabel,is equivalent to
https://www.foom.com/core#is_gist_of,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#is_gist_of,http://www.w3.org/2000/01/rdf-schema#label,is gist of
https://www.foom.com/core#is_gist_of,http://www.w3.org/2004/02/skos/core#prefLabel,is gist of
https://www.foom.com/core#is_given_concept_of,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#is_given_concept_of,http://www.w3.org/2000/01/rdf-schema#label,is given concept of
https://www.foom.com/core#is_given_concept_of,http://www.w3.org/2004/02/skos/core#prefLabel,is given concept of
https://www.foom.com/core#is_implication_of,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#is_implication_of,http://www.w3.org/2000/01/rdf-schema#label,is implication of
https://www.foom.com/core#is_implication_of,http://www.w3.org/2004/02/skos/core#prefLabel,is implication of
https://www.foom.com/core#is_in,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#is_in,http://www.w3.org/2000/01/rdf-schema#label,is in
https://www.foom.com/core#is_in,http://www.w3.org/2004/02/skos/core#prefLabel,is in
https://www.foom.com/core#is_moral_of,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#is_moral_of,http://www.w3.org/2000/01/rdf-schema#label,is moral of
https://www.foom.com/core#is_moral_of,http://www.w3.org/2004/02/skos/core#prefLabel,is moral of
https://www.foom.com/core#is_operation_type_of,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#is_operation_type_of,http://www.w3.org/2000/01/rdf-schema#label,is operation type of
https://www.foom.com/core#is_operation_type_of,http://www.w3.org/2004/02/skos/core#prefLabel,is operation type of
https://www.foom.com/core#is_opposite_to,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#is_opposite_to,http://www.w3.org/2000/01/rdf-schema#label,is opposite to
https://www.foom.com/core#is_opposite_to,http://www.w3.org/2004/02/skos/core#prefLabel,is opposite to
https://www.foom.com/core#is_proposition_type_of,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#is_proposition_type_of,http://www.w3.org/2000/01/rdf-schema#label,is proposition type of
https://www.foom.com/core#is_proposition_type_of,http://www.w3.org/2004/02/skos/core#prefLabel,is proposition type of
https://www.foom.com/core#is_range_of,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#is_range_of,http://www.w3.org/2000/01/rdf-schema#label,is range of
https://www.foom.com/core#is_range_of,http://www.w3.org/2004/02/skos/core#prefLabel,is range of
https://www.foom.com/core#is_relation_type_of,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#is_relation_type_of,http://www.w3.org/2000/01/rdf-schema#label,is relation type of
https://www.foom.com/core#is_relation_type_of,http://www.w3.org/2004/02/skos/core#prefLabel,is relation type of
https://www.foom.com/core#is_statement_of,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#is_statement_of,http://www.w3.org/2000/01/rdf-schema#label,is statement of
https://www.foom.com/core#is_statement_of,http://www.w3.org/2004/02/skos/core#prefLabel,is statement of
https://www.foom.com/core#is_sub_concept_of,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#is_sub_concept_of,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.foom.com/core#has_relation_to_concept
https://www.foom.com/core#is_sub_concept_of,http://www.w3.org/2000/01/rdf-schema#label,is sub-concept of
https://www.foom.com/core#is_sub_concept_of,http://www.w3.org/2004/02/skos/core#prefLabel,is sub-concept of
https://www.foom.com/core#is_super_concept_of,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#is_super_concept_of,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.foom.com/core#has_relation_to_concept
https://www.foom.com/core#is_super_concept_of,http://www.w3.org/2000/01/rdf-schema#label,is super-concept of
https://www.foom.com/core#is_super_concept_of,http://www.w3.org/2004/02/skos/core#prefLabel,is super-concept of
https://www.foom.com/core#is_used_in,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#is_used_in,http://www.w3.org/2000/01/rdf-schema#label,is used in
https://www.foom.com/core#is_used_in,http://www.w3.org/2004/02/skos/core#prefLabel,is used in
https://www.foom.com/core#is_used_in_definition_of,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#is_used_in_definition_of,http://www.w3.org/2000/01/rdf-schema#label,is used in definition of
https://www.foom.com/core#is_used_in_definition_of,http://www.w3.org/2004/02/skos/core#prefLabel,is used in definition of
https://www.foom.com/core#refers_to,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
https://www.foom.com/core#refers_to,http://www.w3.org/2000/01/rdf-schema#label,refers to
https://www.foom.com/core#refers_to,http://www.w3.org/2004/02/skos/core#prefLabel,refers to
https://www.foom.com/core#has_domain_of_diagrammatic_objects,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
https://www.foom.com/core#has_domain_of_diagrammatic_objects,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.foom.com/core#has_domain_of_objects
https://www.foom.com/core#has_domain_of_diagrammatic_objects,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#boolean
https://www.foom.com/core#has_domain_of_diagrammatic_objects,http://www.w3.org/2000/01/rdf-schema#label,has_domain_of_diagrammatic_objects
https://www.foom.com/core#has_domain_of_diagrammatic_objects,http://www.w3.org/2004/02/skos/core#prefLabel,has_domain_of_diagrammatic_objects
https://www.foom.com/core#has_domain_of_objects,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
https://www.foom.com/core#has_domain_of_objects,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#boolean
https://www.foom.com/core#has_domain_of_objects,http://www.w3.org/2000/01/rdf-schema#label,has_domain_of_objects
https://www.foom.com/core#has_domain_of_objects,http://www.w3.org/2004/02/skos/core#prefLabel,has_domain_of_objects
https://www.foom.com/core#has_field_of_diagrammatic_objects,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
https://www.foom.com/core#has_field_of_diagrammatic_objects,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.foom.com/core#has_field_of_objects
https://www.foom.com/core#has_field_of_diagrammatic_objects,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#boolean
https://www.foom.com/core#has_field_of_diagrammatic_objects,http://www.w3.org/2000/01/rdf-schema#label,has_field_of_diagrammatic_objects
https://www.foom.com/core#has_field_of_diagrammatic_objects,http://www.w3.org/2004/02/skos/core#prefLabel,has_field_of_diagrammatic_objects
https://www.foom.com/core#has_field_of_objects,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
https://www.foom.com/core#has_field_of_objects,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#boolean
https://www.foom.com/core#has_field_of_objects,http://www.w3.org/2000/01/rdf-schema#label,has_field_of_objects
https://www.foom.com/core#has_field_of_objects,http://www.w3.org/2004/02/skos/core#prefLabel,has_field_of_objects
https://www.foom.com/core#is_a_diagrammatic_object,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
https://www.foom.com/core#is_a_diagrammatic_object,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#boolean
https://www.foom.com/core#is_a_diagrammatic_object,http://www.w3.org/2000/01/rdf-schema#label,is_a_diagrammatic_object
https://www.foom.com/core#is_a_diagrammatic_object,http://www.w3.org/2004/02/skos/core#prefLabel,is_a_diagrammatic_object
https://www.foom.com/core#is_an_abstract_object,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
https://www.foom.com/core#is_an_abstract_object,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#boolean
https://www.foom.com/core#is_an_abstract_object,http://www.w3.org/2000/01/rdf-schema#label,is_an_abstract_object
https://www.foom.com/core#is_an_abstract_object,http://www.w3.org/2004/02/skos/core#prefLabel,is_an_abstract_object
https://www.foom.com/core#modifies_diagram,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
https://www.foom.com/core#modifies_diagram,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#boolean
https://www.foom.com/core#modifies_diagram,http://www.w3.org/2000/01/rdf-schema#label,modifies_diagram
https://www.foom.com/core#modifies_diagram,http://www.w3.org/2004/02/skos/core#prefLabel,modifies_diagram
https://www.foom.com/core#produces_abstract_object,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
https://www.foom.com/core#produces_abstract_object,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.foom.com/core#produces_an_object
https://www.foom.com/core#produces_abstract_object,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#boolean
https://www.foom.com/core#produces_abstract_object,http://www.w3.org/2000/01/rdf-schema#label,produces_abstract_object
https://www.foom.com/core#produces_abstract_object,http://www.w3.org/2004/02/skos/core#prefLabel,produces_abstract_object
https://www.foom.com/core#produces_an_object,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
https://www.foom.com/core#produces_an_object,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#boolean
https://www.foom.com/core#produces_an_object,http://www.w3.org/2000/01/rdf-schema#label,produces_an_object
https://www.foom.com/core#produces_an_object,http://www.w3.org/2004/02/skos/core#prefLabel,produces_an_object
https://www.foom.com/core#produces_new_diagrammatic_object,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
https://www.foom.com/core#produces_new_diagrammatic_object,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.foom.com/core#produces_an_object
https://www.foom.com/core#produces_new_diagrammatic_object,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#boolean
https://www.foom.com/core#produces_new_diagrammatic_object,http://www.w3.org/2000/01/rdf-schema#label,produces_new_diagrammatic_object
https://www.foom.com/core#produces_new_diagrammatic_object,http://www.w3.org/2004/02/skos/core#prefLabel,produces_new_diagrammatic_object
https://www.foom.com/core#uses_reduction_ad_absurdum,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
https://www.foom.com/core#uses_reduction_ad_absurdum,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#boolean
https://www.foom.com/core#uses_reduction_ad_absurdum,http://www.w3.org/2000/01/rdf-schema#label,uses_reduction_ad_absurdum
https://www.foom.com/core#uses_reduction_ad_absurdum,http://www.w3.org/2004/02/skos/core#prefLabel,uses_reduction_ad_absurdum
https://www.foom.com/core#author,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
https://www.foom.com/core#author,http://www.w3.org/2000/01/rdf-schema#label,Author
https://www.foom.com/core#author,http://www.w3.org/2004/02/skos/core#prefLabel,Author
https://www.foom.com/core#common_notion,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
https://www.foom.com/core#common_notion,http://www.w3.org/2000/01/rdf-schema#label,Common notion
https://www.foom.com/core#common_notion,http://www.w3.org/2004/02/skos/core#prefLabel,Common notion
https://www.foom.com/core#concept,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
https://www.foom.com/core#concept,http://www.w3.org/2000/01/rdf-schema#label,Concept
https://www.foom.com/core#concept,http://www.w3.org/2004/02/skos/core#prefLabel,Concept
https://www.foom.com/core#concept_type,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
https://www.foom.com/core#concept_type,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.foom.com/core#enumeration
https://www.foom.com/core#concept_type,http://www.w3.org/2000/01/rdf-schema#label,Concept type
https://www.foom.com/core#concept_type,http://www.w3.org/2004/02/skos/core#prefLabel,Concept type
https://www.foom.com/core#definition,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
https://www.foom.com/core#definition,http://www.w3.org/2000/01/rdf-schema#label,Definition
https://www.foom.com/core#definition,http://www.w3.org/2004/02/skos/core#prefLabel,Definition
https://www.foom.com/core#document,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
https://www.foom.com/core#document,http://www.w3.org/2000/01/rdf-schema#label,Document
https://www.foom.com/core#document,http://www.w3.org/2004/02/skos/core#prefLabel,Document
https://www.foom.com/core#enumeration,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
https://www.foom.com/core#enumeration,http://www.w3.org/2000/01/rdf-schema#label,Enumeration
https://www.foom.com/core#enumeration,http://www.w3.org/2004/02/skos/core#prefLabel,Enumeration
https://www.foom.com/core#gist,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
https://www.foom.com/core#gist,http://www.w3.org/2000/01/rdf-schema#label,Gist
https://www.foom.com/core#gist,http://www.w3.org/2004/02/skos/core#prefLabel,Gist
https://www.foom.com/core#implication,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
https://www.foom.com/core#implication,http://www.w3.org/2000/01/rdf-schema#label,Implication
https://www.foom.com/core#implication,http://www.w3.org/2004/02/skos/core#prefLabel,Implication
https://www.foom.com/core#magnitude,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
https://www.foom.com/core#magnitude,http://www.w3.org/2000/01/rdf-schema#label,Magnitude
https://www.foom.com/core#magnitude,http://www.w3.org/2004/02/skos/core#prefLabel,Magnitude
https://www.foom.com/core#moral,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
https://www.foom.com/core#moral,http://www.w3.org/2000/01/rdf-schema#label,Moral
https://www.foom.com/core#moral,http://www.w3.org/2004/02/skos/core#prefLabel,Moral
https://www.foom.com/core#operation_instance,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
https://www.foom.com/core#operation_instance,http://www.w3.org/2000/01/rdf-schema#label,Operation instance
https://www.foom.com/core#operation_instance,http://www.w3.org/2004/02/skos/core#prefLabel,Operation instance
https://www.foom.com/core#operation_type,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
https://www.foom.com/core#operation_type,http://www.w3.org/2000/01/rdf-schema#label,Operation type
https://www.foom.com/core#operation_type,http://www.w3.org/2004/02/skos/core#prefLabel,Operation type
https://www.foom.com/core#postulate,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
https://www.foom.com/core#postulate,http://www.w3.org/2000/01/rdf-schema#label,Postulate
https://www.foom.com/core#postulate,http://www.w3.org/2004/02/skos/core#prefLabel,Postulate
