s,p,o
https://www.foom.com/core#operation_type__draw_point__interval___circle,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__draw
https://www.foom.com/core#operation_type__draw_point__interval___circle,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__interval
https://www.foom.com/core#operation_type__draw_point__interval___circle,https://www.foom.com/core#has_domain,https://www.foom.com/core#set__center_interval
https://www.foom.com/core#operation_type__draw_point__interval___circle,https://www.foom.com/core#has_range,https://www.foom.com/core#set__circle
https://www.foom.com/core#operation_type__draw_point__interval___circle,https://www.foom.com/core#is_used_in,https://www.foom.com/core#operation_instance__draw_center__interval___circle
https://www.foom.com/core#operation_type__draw_point__interval___circle,http://www.w3.org/2000/01/rdf-schema#label,"Operation type: draw(point, interval) -> circle"
https://www.foom.com/core#operation_type__draw_point__interval___circle,http://www.w3.org/2004/02/skos/core#prefLabel,"draw(point, interval) -> circle"
https://www.foom.com/core#operation_type__extend_straight_straight_line___straight_line,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#operation_type__extend_straight_straight_line___straight_line,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#operation_type
https://www.foom.com/core#operation_type__extend_straight_straight_line___straight_line,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__extend_straight
https://www.foom.com/core#operation_type__extend_straight_straight_line___straight_line,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__straight_line
https://www.foom.com/core#operation_type__extend_straight_straight_line___straight_line,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__extend_side_of_triangle___finite_straight_line
https://www.foom.com/core#operation_type__extend_straight_straight_line___straight_line,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__extend_straight_line___straight_line
https://www.foom.com/core#operation_type__extend_straight_straight_line___straight_line,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__extend_straight_straight_line___straight_line
https://www.foom.com/core#operation_type__extend_straight_straight_line___straight_line,http://www.w3.org/2000/01/rdf-schema#label,Operation type: Extend_straight(straight_line)->straight_line
https://www.foom.com/core#operation_type__extend_straight_straight_line___straight_line,http://www.w3.org/2004/02/skos/core#prefLabel,Extend_straight(straight_line)->straight_line
https://www.foom.com/core#operation_type__fall_on_straight_line__straight_line_,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#operation_type__fall_on_straight_line__straight_line_,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#operation_type
https://www.foom.com/core#operation_type__fall_on_straight_line__straight_line_,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__fall_on
https://www.foom.com/core#operation_type__fall_on_straight_line__straight_line_,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__straight_line
https://www.foom.com/core#operation_type__fall_on_straight_line__straight_line_,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__fall_on_straight_line__straight_line_
https://www.foom.com/core#operation_type__fall_on_straight_line__straight_line_,http://www.w3.org/2000/01/rdf-schema#label,"Operation type: Fall_on(straight_line, straight_line)"
https://www.foom.com/core#operation_type__fall_on_straight_line__straight_line_,http://www.w3.org/2004/02/skos/core#prefLabel,"Fall_on(straight_line, straight_line)"
https://www.foom.com/core#operation_type__fit_diagrammatic_object__diagrammatic_object___diagrammatic_object,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#operation_type__fit_diagrammatic_object__diagrammatic_object___diagrammatic_object,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#operation_type
https://www.foom.com/core#operation_type__fit_diagrammatic_object__diagrammatic_object___diagrammatic_object,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__diagrammatic_object
https://www.foom.com/core#operation_type__fit_diagrammatic_object__diagrammatic_object___diagrammatic_object,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__fit
https://www.foom.com/core#operation_type__fit_diagrammatic_object__diagrammatic_object___diagrammatic_object,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__fit_finite_straight_line__finite_straight_line___finite_straight_line
https://www.foom.com/core#operation_type__fit_diagrammatic_object__diagrammatic_object___diagrammatic_object,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__fit_point__point___point
https://www.foom.com/core#operation_type__fit_diagrammatic_object__diagrammatic_object___diagrammatic_object,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__fit_triangle__triangle___triangle
https://www.foom.com/core#operation_type__fit_diagrammatic_object__diagrammatic_object___diagrammatic_object,http://www.w3.org/2000/01/rdf-schema#label,"Operation type: Fit(diagrammatic_object, diagrammatic_object)->diagrammatic_object"
https://www.foom.com/core#operation_type__fit_diagrammatic_object__diagrammatic_object___diagrammatic_object,http://www.w3.org/2004/02/skos/core#prefLabel,"Fit(diagrammatic_object, diagrammatic_object)->diagrammatic_object"
https://www.foom.com/core#operation_type__join_diagrammatic_object__diagrammatic_object___diagrammatic_object,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#operation_type__join_diagrammatic_object__diagrammatic_object___diagrammatic_object,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#operation_type
https://www.foom.com/core#operation_type__join_diagrammatic_object__diagrammatic_object___diagrammatic_object,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__diagrammatic_object
https://www.foom.com/core#operation_type__join_diagrammatic_object__diagrammatic_object___diagrammatic_object,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__join
https://www.foom.com/core#operation_type__join_diagrammatic_object__diagrammatic_object___diagrammatic_object,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__join_finite_straight_line__finite_straight_line___finite_straight_line
https://www.foom.com/core#operation_type__join_diagrammatic_object__diagrammatic_object___diagrammatic_object,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__join_point__point___finite_straight_line
https://www.foom.com/core#operation_type__join_diagrammatic_object__diagrammatic_object___diagrammatic_object,http://www.w3.org/2000/01/rdf-schema#label,"Operation type: Join(diagrammatic_object, diagrammatic_object)->diagrammatic_object"
https://www.foom.com/core#operation_type__join_diagrammatic_object__diagrammatic_object___diagrammatic_object,http://www.w3.org/2004/02/skos/core#prefLabel,"Join(diagrammatic_object, diagrammatic_object)->diagrammatic_object"
https://www.foom.com/core#operation_type__join_on_the_same_part_point__point__point__point____finite_straight_line__finite_straight_line_,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#operation_type__join_on_the_same_part_point__point__point__point____finite_straight_line__finite_straight_line_,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#operation_type
https://www.foom.com/core#operation_type__join_on_the_same_part_point__point__point__point____finite_straight_line__finite_straight_line_,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__finite_straight_line
https://www.foom.com/core#operation_type__join_on_the_same_part_point__point__point__point____finite_straight_line__finite_straight_line_,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__join_on_the_same_part
https://www.foom.com/core#operation_type__join_on_the_same_part_point__point__point__point____finite_straight_line__finite_straight_line_,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__point
https://www.foom.com/core#operation_type__join_on_the_same_part_point__point__point__point____finite_straight_line__finite_straight_line_,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__join_on_the_same_part_point__point__point__point____finite_straight_line__finite_straight_line_
https://www.foom.com/core#operation_type__join_on_the_same_part_point__point__point__point____finite_straight_line__finite_straight_line_,http://www.w3.org/2000/01/rdf-schema#label,"Operation type: Join_on_the_same_part(point, point, point, point)->(finite_straight_line, finite_straight_line)"
https://www.foom.com/core#operation_type__join_on_the_same_part_point__point__point__point____finite_straight_line__finite_straight_line_,http://www.w3.org/2004/02/skos/core#prefLabel,"Join_on_the_same_part(point, point, point, point)->(finite_straight_line, finite_straight_line)"
https://www.foom.com/core#operation_type__join_point__point___finite_straight_line,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#operation_type__join_point__point___finite_straight_line,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#operation_type
https://www.foom.com/core#operation_type__join_point__point___finite_straight_line,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__finite_straight_line
https://www.foom.com/core#operation_type__join_point__point___finite_straight_line,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__join
https://www.foom.com/core#operation_type__join_point__point___finite_straight_line,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__point
https://www.foom.com/core#operation_type__join_point__point___finite_straight_line,https://www.foom.com/core#has_domain,https://www.foom.com/core#set__point__point
https://www.foom.com/core#operation_type__join_point__point___finite_straight_line,https://www.foom.com/core#has_range,https://www.foom.com/core#set__finite_straight_line
https://www.foom.com/core#operation_type__join_point__point___finite_straight_line,https://www.foom.com/core#is_used_in,https://www.foom.com/core#operation_instance__join_point__point___finite_straight_line
https://www.foom.com/core#operation_type__join_point__point___finite_straight_line,http://www.w3.org/2000/01/rdf-schema#label,"Operation type: join(point, point) -> finite_straight_line"
https://www.foom.com/core#operation_type__join_point__point___finite_straight_line,http://www.w3.org/2004/02/skos/core#prefLabel,"join(point, point) -> finite_straight_line"
https://www.foom.com/core#operation_type__place_on_diagrammatic_object__diagrammatic_object__diagrammatic_object___diagrammatic_object,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#operation_type__place_on_diagrammatic_object__diagrammatic_object__diagrammatic_object___diagrammatic_object,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#operation_type
https://www.foom.com/core#operation_type__place_on_diagrammatic_object__diagrammatic_object__diagrammatic_object___diagrammatic_object,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__diagrammatic_object
https://www.foom.com/core#operation_type__place_on_diagrammatic_object__diagrammatic_object__diagrammatic_object___diagrammatic_object,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__fit
https://www.foom.com/core#operation_type__place_on_diagrammatic_object__diagrammatic_object__diagrammatic_object___diagrammatic_object,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__fit_finite_straight_line__finite_straight_line___finite_straight_line
https://www.foom.com/core#operation_type__place_on_diagrammatic_object__diagrammatic_object__diagrammatic_object___diagrammatic_object,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__fit_point__point___point
https://www.foom.com/core#operation_type__place_on_diagrammatic_object__diagrammatic_object__diagrammatic_object___diagrammatic_object,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__place_on_finite_straight_line__point__finite_straight_line___finite_straight_line
https://www.foom.com/core#operation_type__place_on_diagrammatic_object__diagrammatic_object__diagrammatic_object___diagrammatic_object,http://www.w3.org/2000/01/rdf-schema#label,"Operation type: Place_on(diagrammatic_object, diagrammatic_object, diagrammatic_object)->diagrammatic_object"
https://www.foom.com/core#operation_type__place_on_diagrammatic_object__diagrammatic_object__diagrammatic_object___diagrammatic_object,http://www.w3.org/2004/02/skos/core#prefLabel,"Place_on(diagrammatic_object, diagrammatic_object, diagrammatic_object)->diagrammatic_object"
https://www.foom.com/core#operation_type__produce_finite_straight_line___finite_straight_line,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#operation_type__produce_finite_straight_line___finite_straight_line,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#operation_type
https://www.foom.com/core#operation_type__produce_finite_straight_line___finite_straight_line,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__finite_straight_line
https://www.foom.com/core#operation_type__produce_finite_straight_line___finite_straight_line,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__produce
https://www.foom.com/core#operation_type__produce_finite_straight_line___finite_straight_line,https://www.foom.com/core#has_domain,https://www.foom.com/core#set__finite_straight_line
https://www.foom.com/core#operation_type__produce_finite_straight_line___finite_straight_line,https://www.foom.com/core#has_range,https://www.foom.com/core#set__finite_straight_line
https://www.foom.com/core#operation_type__produce_finite_straight_line___finite_straight_line,https://www.foom.com/core#is_used_in,https://www.foom.com/core#operation__produce_finite_straight_line___straight_line
https://www.foom.com/core#operation_type__produce_finite_straight_line___finite_straight_line,http://www.w3.org/2000/01/rdf-schema#label,Operation type: produce(finite_straight_line) -> finite_straight_line
https://www.foom.com/core#operation_type__produce_finite_straight_line___finite_straight_line,http://www.w3.org/2004/02/skos/core#prefLabel,produce(finite_straight_line) -> finite_straight_line
https://www.foom.com/core#operation_type__produce_finite_straight_line___straight_line,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#operation_type__produce_finite_straight_line___straight_line,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#operation_type
https://www.foom.com/core#operation_type__produce_finite_straight_line___straight_line,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__finite_straight_line
https://www.foom.com/core#operation_type__produce_finite_straight_line___straight_line,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__produce
https://www.foom.com/core#operation_type__produce_finite_straight_line___straight_line,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__straight_line
https://www.foom.com/core#operation_type__produce_finite_straight_line___straight_line,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__produce_finite_straight_line___finite_straight_line
https://www.foom.com/core#operation_type__produce_finite_straight_line___straight_line,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__produce_side_of_triangle___finite_straight_line
https://www.foom.com/core#operation_type__produce_finite_straight_line___straight_line,http://www.w3.org/2000/01/rdf-schema#label,Operation type: Produce(finite_straight_line)->straight_line
https://www.foom.com/core#operation_type__produce_finite_straight_line___straight_line,http://www.w3.org/2004/02/skos/core#prefLabel,Produce(finite_straight_line)->straight_line
https://www.foom.com/core#operation_type__produce_on_both_parts_finite_straight_line__point___finite_straight_line,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#operation_type__produce_on_both_parts_finite_straight_line__point___finite_straight_line,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#operation_type
https://www.foom.com/core#operation_type__produce_on_both_parts_finite_straight_line__point___finite_straight_line,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__finite_straight_line
https://www.foom.com/core#operation_type__produce_on_both_parts_finite_straight_line__point___finite_straight_line,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__point
https://www.foom.com/core#operation_type__produce_on_both_parts_finite_straight_line__point___finite_straight_line,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__produce_on_both_parts
https://www.foom.com/core#operation_type__produce_on_both_parts_finite_straight_line__point___finite_straight_line,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__produce_on_both_parts_finite_straight_line__point___finite_straight_line
https://www.foom.com/core#operation_type__produce_on_both_parts_finite_straight_line__point___finite_straight_line,http://www.w3.org/2000/01/rdf-schema#label,"Operation type: Produce_on_both_parts(finite_straight_line, point)->finite_straight_line"
https://www.foom.com/core#operation_type__produce_on_both_parts_finite_straight_line__point___finite_straight_line,http://www.w3.org/2004/02/skos/core#prefLabel,"Produce_on_both_parts(finite_straight_line, point)->finite_straight_line"
https://www.foom.com/core#operation_type__produce_to_finite_straight_line__point___finite_straight_line,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#operation_type__produce_to_finite_straight_line__point___finite_straight_line,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#operation_type
https://www.foom.com/core#operation_type__produce_to_finite_straight_line__point___finite_straight_line,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__finite_straight_line
https://www.foom.com/core#operation_type__produce_to_finite_straight_line__point___finite_straight_line,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__point
https://www.foom.com/core#operation_type__produce_to_finite_straight_line__point___finite_straight_line,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__produce_to
https://www.foom.com/core#operation_type__produce_to_finite_straight_line__point___finite_straight_line,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__produce_to_finite_straight_line__point___finite_straight_line
https://www.foom.com/core#operation_type__produce_to_finite_straight_line__point___finite_straight_line,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__produce_to_side_of_triangle__point___finite_straight_line
https://www.foom.com/core#operation_type__produce_to_finite_straight_line__point___finite_straight_line,http://www.w3.org/2000/01/rdf-schema#label,"Operation type: Produce_to(finite_straight_line, point)->finite_straight_line"
https://www.foom.com/core#operation_type__produce_to_finite_straight_line__point___finite_straight_line,http://www.w3.org/2004/02/skos/core#prefLabel,"Produce_to(finite_straight_line, point)->finite_straight_line"
https://www.foom.com/core#operation_type__produce_to_infinity_finite_straight_line___straight_line,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#operation_type__produce_to_infinity_finite_straight_line___straight_line,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#operation_type
https://www.foom.com/core#operation_type__produce_to_infinity_finite_straight_line___straight_line,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__finite_straight_line
https://www.foom.com/core#operation_type__produce_to_infinity_finite_straight_line___straight_line,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__produce_to_infinity
https://www.foom.com/core#operation_type__produce_to_infinity_finite_straight_line___straight_line,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__straight_line
https://www.foom.com/core#operation_type__produce_to_infinity_finite_straight_line___straight_line,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__produce_to_infinity_finite_straight_line___straight_line
https://www.foom.com/core#operation_type__produce_to_infinity_finite_straight_line___straight_line,http://www.w3.org/2000/01/rdf-schema#label,Operation type: Produce_to_infinity(finite_straight_line)->straight_line
https://www.foom.com/core#operation_type__produce_to_infinity_finite_straight_line___straight_line,http://www.w3.org/2004/02/skos/core#prefLabel,Produce_to_infinity(finite_straight_line)->straight_line
https://www.foom.com/core#operation_type__set_up_equal_to_finite_straight_line__straight_line___finite_straight_line,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#operation_type__set_up_equal_to_finite_straight_line__straight_line___finite_straight_line,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#operation_type
https://www.foom.com/core#operation_type__set_up_equal_to_finite_straight_line__straight_line___finite_straight_line,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__finite_straight_line
https://www.foom.com/core#operation_type__set_up_equal_to_finite_straight_line__straight_line___finite_straight_line,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__set_up_equal_to
https://www.foom.com/core#operation_type__set_up_equal_to_finite_straight_line__straight_line___finite_straight_line,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__straight_line
https://www.foom.com/core#operation_type__set_up_equal_to_finite_straight_line__straight_line___finite_straight_line,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__set_up_equal_to_finite_straight_line__finite_straight_line___finite_straight_line
https://www.foom.com/core#operation_type__set_up_equal_to_finite_straight_line__straight_line___finite_straight_line,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__set_up_equal_to_finite_straight_line__straight_line___finite_straight_line
https://www.foom.com/core#operation_type__set_up_equal_to_finite_straight_line__straight_line___finite_straight_line,http://www.w3.org/2000/01/rdf-schema#label,"Operation type: Set_up_equal_to(finite_straight_line, straight_line)->finite_straight_line"
https://www.foom.com/core#operation_type__set_up_equal_to_finite_straight_line__straight_line___finite_straight_line,http://www.w3.org/2004/02/skos/core#prefLabel,"Set_up_equal_to(finite_straight_line, straight_line)->finite_straight_line"
https://www.foom.com/core#operation_type__subtract_magnitude__magnitude___magnitude,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#operation_type__subtract_magnitude__magnitude___magnitude,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#operation_type
https://www.foom.com/core#operation_type__subtract_magnitude__magnitude___magnitude,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__magnitude
https://www.foom.com/core#operation_type__subtract_magnitude__magnitude___magnitude,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__subtract
https://www.foom.com/core#operation_type__subtract_magnitude__magnitude___magnitude,https://www.foom.com/core#has_domain,https://www.foom.com/core#set__magnitude__magnitude
https://www.foom.com/core#operation_type__subtract_magnitude__magnitude___magnitude,https://www.foom.com/core#has_range,https://www.foom.com/core#set__magnitude
https://www.foom.com/core#operation_type__subtract_magnitude__magnitude___magnitude,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__subtract_angle__angle___angle
https://www.foom.com/core#operation_type__subtract_magnitude__magnitude___magnitude,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__subtract_finite_straight_line__finite_straight_line___finite_straight_line
https://www.foom.com/core#operation_type__subtract_magnitude__magnitude___magnitude,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__subtract_side_of_triangle__side_of_triangle___finite_straight_line
https://www.foom.com/core#operation_type__subtract_magnitude__magnitude___magnitude,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__subtract_triangle__triangle___trapezium
https://www.foom.com/core#operation_type__subtract_magnitude__magnitude___magnitude,https://www.foom.com/core#is_used_in,https://www.foom.com/core#operation_instance__subtract_magnitude__magnitude___magnitude
https://www.foom.com/core#operation_type__subtract_magnitude__magnitude___magnitude,http://www.w3.org/2000/01/rdf-schema#label,"Operation type: Subtract(magnitude, magnitude)->magnitude"
https://www.foom.com/core#operation_type__subtract_magnitude__magnitude___magnitude,http://www.w3.org/2004/02/skos/core#prefLabel,"Subtract(magnitude, magnitude)->magnitude"
https://www.foom.com/core#operation_type__sum_magnitude__magnitude___magnitude,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#operation_type__sum_magnitude__magnitude___magnitude,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#operation_type
https://www.foom.com/core#operation_type__sum_magnitude__magnitude___magnitude,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__magnitude
https://www.foom.com/core#operation_type__sum_magnitude__magnitude___magnitude,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__sum
https://www.foom.com/core#operation_type__sum_magnitude__magnitude___magnitude,https://www.foom.com/core#has_domain,https://www.foom.com/core#set__magnitude__magnitude
https://www.foom.com/core#operation_type__sum_magnitude__magnitude___magnitude,https://www.foom.com/core#has_range,https://www.foom.com/core#set__magnitude
https://www.foom.com/core#operation_type__sum_magnitude__magnitude___magnitude,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__sum_angle__angle_
https://www.foom.com/core#operation_type__sum_magnitude__magnitude___magnitude,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__sum_angle__angle___angle
https://www.foom.com/core#operation_type__sum_magnitude__magnitude___magnitude,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__sum_finite_straight_line__finite_straight_line___finite_straight_line
https://www.foom.com/core#operation_type__sum_magnitude__magnitude___magnitude,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__sum_parallelogram__parallelogram___parallelogram
https://www.foom.com/core#operation_type__sum_magnitude__magnitude___magnitude,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__sum_parallelogram__parallelogram___square
https://www.foom.com/core#operation_type__sum_magnitude__magnitude___magnitude,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__sum_right_angle__right_angle___angle
https://www.foom.com/core#operation_type__sum_magnitude__magnitude___magnitude,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__sum_side_of_triangle__side_of_triangle___finite_straight_line
https://www.foom.com/core#operation_type__sum_magnitude__magnitude___magnitude,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__sum_square__square___rectilinear_figure
https://www.foom.com/core#operation_type__sum_magnitude__magnitude___magnitude,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__sum_triangle__trapezium___triangle
https://www.foom.com/core#operation_type__sum_magnitude__magnitude___magnitude,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__sum_triangle__triangle___diagrammatic_object
https://www.foom.com/core#operation_type__sum_magnitude__magnitude___magnitude,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__sum_triangle__triangle___rectilinear_figure
https://www.foom.com/core#operation_type__sum_magnitude__magnitude___magnitude,https://www.foom.com/core#is_used_in,https://www.foom.com/core#operation__sum_inclination_of_interior_angle__inclination_of_interior_angle___inclination_of_interior_angle
https://www.foom.com/core#operation_type__sum_magnitude__magnitude___magnitude,https://www.foom.com/core#is_used_in,https://www.foom.com/core#operation_instance__sum_magnitude__magnitude___magnitude
https://www.foom.com/core#operation_type__sum_magnitude__magnitude___magnitude,http://www.w3.org/2000/01/rdf-schema#label,"Operation type: Sum(magnitude, magnitude)->magnitude"
https://www.foom.com/core#operation_type__sum_magnitude__magnitude___magnitude,http://www.w3.org/2000/01/rdf-schema#label,"Operation type: sum(magnitude, magnitude)->magnitude"
https://www.foom.com/core#operation_type__sum_magnitude__magnitude___magnitude,http://www.w3.org/2004/02/skos/core#prefLabel,"Sum(magnitude, magnitude)->magnitude"
https://www.foom.com/core#operation_type__sum_magnitude__magnitude___magnitude,http://www.w3.org/2004/02/skos/core#prefLabel,"sum(magnitude, magnitude)->magnitude"
https://www.foom.com/core#operation_type__take_object_,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#operation_type__take_object_,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#operation_type
https://www.foom.com/core#operation_type__take_object_,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__object
https://www.foom.com/core#operation_type__take_object_,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__take
https://www.foom.com/core#operation_type__take_object_,https://www.foom.com/core#is_operation_type_of,https://www.foom.com/core#operation_instance__take_straight_line_
https://www.foom.com/core#operation_type__take_object_,http://www.w3.org/2000/01/rdf-schema#label,Operation type: Take(object)
https://www.foom.com/core#operation_type__take_object_,http://www.w3.org/2004/02/skos/core#prefLabel,Take(object)
https://www.foom.com/core#operation_type__taken_together_in_any_way_object__object___object,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#operation_type__taken_together_in_any_way_object__object___object,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#operation_type
