operation_instance,operation_instance_concepts,operation_instance_start,operation_instance_end,operation_type,operation_type_concepts,operation_type_start,operation_type_end,notes,equivalent_to
"think_one_as_two(triangle)->(triangle, triangle)",,"think_one_as_two(object)->(object, object)",,,,,,,
